Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
4177,1.0,0.4602,"content, file, document, media, hash, ID, ledger, metadata, software, container",pages content ID computer attributes device page herein storage apparatus
4178,1.0,0.55,"content, file, document, media, hash, ID, ledger, metadata, software, container",content ID device function words computer copyright apparatus text storage
4179,11.0,0.8994,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",sets plurality storage rules computer values correction programs media nodes
4180,5.0,0.8012,"service, server, client, target, application, provider, response, identifier, access, result",target contract computation invocation storage result transaction query verification Techniques
4181,10.0,0.5022,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",transaction ledger claim account transactions secure items Entries values platform
4182,6.0,0.6591,"entity, record, event, database, profile, item, records, ledger, response, trust",events stream collection period sequence action node key storage service
4183,9.0,0.7315,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",group target partition subgroup groups subgroups source plurality rule partitions
4184,2.0,0.9425,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",power datacenter control directive input source master instructions operations amount
4185,2.0,0.8635,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",power option strategy performance consumption interval load agreement target combination
4186,2.0,0.8924,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",power datacenter control delivery condition availability plurality distribution directive operations
4187,0.0,0.4693,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",vehicle token transceiver key locking processor input device comprising pair
4188,2.0,0.5139,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",transport processor transports access authorizations plurality device network request operation
4189,8.0,0.5753,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",circuit status control communication identification device controller home request module
4190,4.0,0.5528,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",card offer stream purchase video name game platform display application
4191,7.0,0.4717,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",promotion reduction stress device frequency body remote sensor server article
4192,8.0,0.6761,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",device peertopeer module charging application gateway network invention station means
4193,0.0,0.4982,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",network key ledger messages message announcement devices peertopeer transactions address
4194,5.0,0.5815,"service, server, client, target, application, provider, response, identifier, access, result",file mapping provider content ledger name device techniques Resource Locator
4195,6.0,0.9375,"entity, record, event, database, profile, item, records, ledger, response, trust",behavior profile interactions medium handling repository monitoring node key storage
4196,1.0,0.5387,"content, file, document, media, hash, ID, ledger, metadata, software, container",document client party authenticity aggregate challenge integrity attachment authentication Authentication
4197,0.0,0.3481,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",identity accordance secure file entity ledger resource management token attributes
4198,0.0,0.4697,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",authentication packet identity request feature device key server equipment account
4199,4.0,0.4171,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",account device ID devices login IP address corresponding internet identification
4200,0.0,0.2773,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",profile node ledger identifier client certificate device access certificates storage
4201,0.0,0.5203,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",certificate ID verification client identity requirement response device request relationship
4202,8.0,0.4122,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",device vault host identifier payload baton receives identification preference request
4203,5.0,0.6636,"service, server, client, target, application, provider, response, identifier, access, result",suspension service hosts response party indicative identification platforms services media
4204,4.0,0.5233,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",smallcell network coin key identification transactions Smallcell Control optimization terminals
4205,1.0,0.469,"content, file, document, media, hash, ID, ledger, metadata, software, container",instance domain name identifier access network configuration request node identifying
4206,0.0,0.674,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",authentication entity transaction result computer response request node obtaining storage
4207,4.0,0.5469,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",key remitter transaction remittance assets signature LSAG client account participant
4208,5.0,0.4465,"service, server, client, target, application, provider, response, identifier, access, result",SLAT circuit audit content result secure generation ledger assurance identifier
4209,0.0,0.6036,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",transaction key pair authentication signature addresses address destination request amount
4210,1.0,0.8574,"content, file, document, media, hash, ID, ledger, metadata, software, container",source file segments hash segment signature chameleon string ledger signatures
4211,9.0,0.4961,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",recovery key seed processor device storage authentication embodiments asset subset
4212,10.0,0.7701,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",exchange protocol security support protocols authentication properties attacks resistance keys
4213,11.0,0.485,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",apparatus authorization access requesting request identifier disclosure crossblockchain sent verifies
4214,11.0,0.8301,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",datasets blocks node TEE storage computer software instructions execution herein
4215,6.0,0.3827,"entity, record, event, database, profile, item, records, ledger, response, trust",profile transactions IDs trust ID aspects node key storage service
4216,2.0,0.6762,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",power threshold signal computation change input control resource limit ii
4217,8.0,0.6322,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",policy sensor management traffic indicator indication agreement operators agreements environment
4218,6.0,0.538,"entity, record, event, database, profile, item, records, ledger, response, trust",event parameters occurrence component reference notifications notification communications sensor node
4219,6.0,0.6969,"entity, record, event, database, profile, item, records, ledger, response, trust",property status appraisal stores database devices plurality key storage service
4220,6.0,0.2434,"entity, record, event, database, profile, item, records, ledger, response, trust",commodity target damage device appearance event claim contract database determination
4221,6.0,0.3419,"entity, record, event, database, profile, item, records, ledger, response, trust",event refueling offer offers stations vehicle station instruction plurality platform
4222,4.0,0.9366,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",exchange item custody merchant request secure receiving regards server marketplace
4223,4.0,0.466,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",payment transaction token identifier message element COF credentials elements entity
4224,3.0,0.9462,"image, object, input, target, feature, code, identification, result, parameter, images",subregions target code transaction effect values region feature effects association
4225,4.0,0.855,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",currency bank units amount account rate accounts controller exchange total
4226,6.0,0.8711,"entity, record, event, database, profile, item, records, ledger, response, trust",topic operation machine insight profile events learning sequence cognitive receiving
4227,3.0,0.8203,"image, object, input, target, feature, code, identification, result, parameter, images",OCR result correction text edit name corpus media language memory
4228,4.0,0.3685,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",server payment amount person code tracking kiosk cameras features items
4229,11.0,0.3877,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",operations cryptography chip identity storage client resource computer clients operation
4230,10.0,0.3048,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",modification asset manufacturing standards consumption liability exchange quality logistics secure
4231,10.0,0.8461,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",rights liabilities acquirer party transferor entries entry record permissions relate
4232,6.0,0.4045,"entity, record, event, database, profile, item, records, ledger, response, trust",content items logic transmission register score ranking item platform activity
4233,10.0,0.5738,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",store trustless stores modifications parties ledger computer synchronizes key storage
4234,4.0,0.4315,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",asset impact creator currency assets enterprise supervisors eg resources projects
4235,10.0,0.6021,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",provenance actions combination custody disclosure structure graph structures node key
4236,5.0,0.5577,"service, server, client, target, application, provider, response, identifier, access, result",content target transaction device summary storage database response service ledger
4237,5.0,0.5577,"service, server, client, target, application, provider, response, identifier, access, result",content target transaction device summary storage database response service ledger
4238,6.0,0.4733,"entity, record, event, database, profile, item, records, ledger, response, trust",datastore manager persons verification storage biometric ledger numbers computer pointer
4239,11.0,0.8859,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",blocks plurality ECC computer nodes dataset version priority node portion
4240,9.0,0.5104,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",transaction fragments devices device node code erasure content fragment consensus
4241,11.0,0.7756,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",substates contract workflow computer storage substate deployed apparatus programs corresponding
4242,5.0,0.6337,"service, server, client, target, application, provider, response, identifier, access, result",services application service software blocks component structure specification providers provider
4243,8.0,0.4271,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",unit communication devices program server vehicle device programs storage update
4244,8.0,0.5558,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",configuration baseline event notification application update subscriber recipient database node
4245,1.0,0.3815,"content, file, document, media, hash, ID, ledger, metadata, software, container",storage layer instances instance quantity environment response determining cloud restoring
4246,3.0,0.4463,"image, object, input, target, feature, code, identification, result, parameter, images",living temperature pixels energy IR environment changes sensor biometric detects
4247,2.0,0.6707,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",vehicle risk driving occupants states existence driver cargo event operation
4248,10.0,0.5024,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",event portion duration computer software gaming device events hardware Event
4249,7.0,0.51,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",DI node DIs validation DSS metadata VEs status UI items
4250,1.0,0.8385,"content, file, document, media, hash, ID, ledger, metadata, software, container",dialer receiver content database identifier device interaction ID call stores
4251,7.0,0.4687,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",interaction gesture notification area devices device identifiers outside server interactions
4252,8.0,0.7526,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",node compute communication protocol environment instructions response parameters determination configuration
4253,10.0,0.7469,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",transaction cost completion device network request requirements monitor response processor
4254,9.0,0.773,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",node notifier service notification transaction operation push ledger function nodes
4255,9.0,0.3553,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",device ID event transaction peer p2p network node IoT ledger
4256,9.0,0.4312,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",consensus copies control nodes update embodiments override application determination manner
4257,5.0,0.3151,"service, server, client, target, application, provider, response, identifier, access, result",authentication device node client Techniques relate action backend registers requests
4258,1.0,0.6936,"content, file, document, media, hash, ID, ledger, metadata, software, container",device identifier assignment apparatus request identifiers response unique records storage
4259,0.0,0.6955,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",OTP seed authentication server client OTPs passcode generation timestamp updates
4260,5.0,0.4438,"service, server, client, target, application, provider, response, identifier, access, result",transaction function application requirement security result node stores level determination
4261,0.0,0.801,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",NVMe plurality SSD key shares master secret SSDs device storage
4262,1.0,0.3305,"content, file, document, media, hash, ID, ledger, metadata, software, container",device ID database portion key address interaction communication permission stores
4263,5.0,0.5091,"service, server, client, target, application, provider, response, identifier, access, result",resource service allocation target resources transaction indicator logic pool contract
4264,0.0,0.5332,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",certificate network consensus result verification request transaction node threshold management
4265,0.0,0.5684,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",key processor storage master pair device certificate domains plurality instructions
4266,9.0,0.909,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",node transaction committer initiator subblockchain plurality completion nodes detection response
4267,9.0,0.4035,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",member node service work storage nodes event services providers consortium
4268,10.0,0.6664,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",details account permission access request permissions herein ledger attempts sequence
4269,0.0,0.4366,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",key pseudo transaction characters signature character position pairs positions digit
4270,4.0,0.656,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",transaction ciphertext amount commitment random account remitter apparatus Implementations specification
4271,4.0,0.4742,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",party assets footwear transaction control file indicative ledger article digital
4272,5.0,0.5414,"service, server, client, target, application, provider, response, identifier, access, result",credential client server signature key identifier verification barcode device specification
4273,10.0,0.2568,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",field device platform service steps transaction storage hash means sensor
4274,10.0,0.8275,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",ledgers ledger management separation growth application contracts node key storage
4275,10.0,0.8196,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",simulation structures structure blocks checkpoints operation inclusion respect nodes plurality
4276,10.0,0.5222,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",consent permits regulations handling nonce permit processes key level techniques
4277,3.0,0.3564,"image, object, input, target, feature, code, identification, result, parameter, images",encryption batch digits polynomial term transformation space key representation switching
4278,9.0,0.798,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",acceleration node plurality transaction network multiple nodes access ledger server
4279,8.0,0.8158,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",signal wireless herein UE transmission equipment communication node key storage
4280,2.0,0.8938,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",power generation unit datacenter mode station transition basis delivery control
4281,2.0,0.8164,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",datacenter datacenters operation communication pathway transmissions meter cost power performance
4282,2.0,0.8635,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",power option strategy performance consumption interval load agreement target combination
4283,8.0,0.4644,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",traffic plurality towers sensor road area section narrowband network sections
4284,8.0,0.3714,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",lottery transactions game computer module packet platform communications instructions jurisdictions
4285,10.0,0.2922,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",talent contest performer cryptotokens voting ledger discovery protocol contracts compensation
4286,10.0,0.472,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",activities BOM ALAs ALA productivity schedule service structure SaaS messaging
4287,2.0,0.6624,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",insurance contract trip vehicle structure auction clauses conditions limitations response
4288,6.0,0.4747,"entity, record, event, database, profile, item, records, ledger, response, trust",application device credit responses worthiness questions individual organization devices response
4289,4.0,0.8369,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",account assets asset exchange request addresses settlement determining requests operation
4290,7.0,0.7596,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",display slot shelf online products slots ranking attention priorities priority
4291,5.0,0.3917,"service, server, client, target, application, provider, response, identifier, access, result",payment device message application notification client server merchant request response
4292,5.0,0.4075,"service, server, client, target, application, provider, response, identifier, access, result",identifier terminal condition indication device transaction authentication access transfer identity
4293,4.0,0.4304,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",game terminal item message signal server communicator ID request processor
4294,8.0,0.8654,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",devices tracking signal modules communication mode encryption bulk wave authentication
4295,10.0,0.7551,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",eg privacyanonymity subject level parties party entities Subjects requirements inclusion
4296,9.0,0.3955,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",roots subspace creation platform management term wherein herein nodes structures
4297,0.0,0.3572,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",device record holder authority request identifier service ledger account access
4298,6.0,0.2868,"entity, record, event, database, profile, item, records, ledger, response, trust",account operation code determination request condition response key storage service
4299,1.0,0.8664,"content, file, document, media, hash, ID, ledger, metadata, software, container",container file content metadata media vault completeness access event duration
4300,3.0,0.4179,"image, object, input, target, feature, code, identification, result, parameter, images",capture point alert embodiments member consent entity changes records team
4301,10.0,0.576,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",elements sources Embodiments party devices node key storage service ledger
4302,6.0,0.5183,"entity, record, event, database, profile, item, records, ledger, response, trust",query representation norm documents distance constructor plurality representations document teaching
4303,10.0,0.8648,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",resource interface dependency graph selection repository focus embodiments interactions location
4304,9.0,0.5617,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",transaction master partition response storing storage client operation determination location
4305,4.0,0.6372,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",asset node identifier merger Implementations response properties disclosure request service
4306,9.0,0.2662,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",identifier database tree peers topology storage repositories limitation unique control
4307,11.0,0.8465,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",storage level levels target condition computer worksheet migration Merkle worksheets
4308,3.0,0.5447,"image, object, input, target, feature, code, identification, result, parameter, images",threshold parameter transaction identification comprises blocks operations subchains storage service
4309,11.0,0.8994,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",blocks network ECC computer nodes node rate storage programs herein
4310,10.0,0.3614,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",store stream microservice storage presentation services manner volume interacts metadata
4311,8.0,0.5882,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",slice UE network handover target template source restrictions service access
4312,8.0,0.2512,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",nodes devices network response vehicles traffic infrastructure herein city area
4313,6.0,0.3183,"entity, record, event, database, profile, item, records, ledger, response, trust",smartphone individual authentication network geolocation communications characteristics positioning recording communication
4314,10.0,0.6009,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",location resources tasks control convergence inference vectors effectiveness activity centric
4315,3.0,0.7999,"image, object, input, target, feature, code, identification, result, parameter, images",video techniques Detection copies videos Image forbids key storage service
4316,1.0,0.3843,"content, file, document, media, hash, ID, ledger, metadata, software, container",content delivery chunk terminal probability P2P peertopeer network request storage
4317,10.0,0.4476,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",device operations twin capability identifier internet connectivity actions memory behalf
4318,10.0,0.7395,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",status supply partners updates suppliers nodes distribution relationships functionality payments
4319,10.0,0.2962,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",attack responses device network MEC address origin signature devices response
4320,10.0,0.322,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",list device policy interaction server control authorization query message entity
4321,0.0,0.4106,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",identity node access record application resources registers nodes plurality storage
4322,5.0,0.5838,"service, server, client, target, application, provider, response, identifier, access, result",right target access identity computer response identification result network request
4323,0.0,0.3747,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",key account computer request pair storage identifier media message creation
4324,10.0,0.5797,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",parts authentication vector services gateway key computer devices architecture vaults
4325,8.0,0.4599,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",packet server messaging device receiving ledger code message domain network
4326,11.0,0.3566,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",wheels timer subset circuitry traversal wheel memory values respective timers
4327,10.0,0.3964,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",metadata rule definition device contract GUI interface plurality code nodes
4328,10.0,0.4828,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",networks DLT transaction Ethereum exchanges communication payment ledger range Implementations
4329,9.0,0.4871,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",KM TEE plurality TEEs node consensus attestation encryption service keys
4330,8.0,0.3023,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",unit group processor certificate instructions tasks computer task memory authentication
4331,11.0,0.6693,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",ledger server timestamp trust computer signatures timestamps stores request corresponds
4332,0.0,0.2523,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",RFID provenance tag assets signature authenticity Authentication implementation algorithm cryptography
4333,10.0,0.5521,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",message validations network confidence geolocation trust constraints parties security Said
4334,9.0,0.7087,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",consensus transactions algorithm nodes storage ledger selection policy algorithms execution
4335,10.0,0.6257,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",access condition control policy object compliance plurality key storage service
4336,5.0,0.4193,"service, server, client, target, application, provider, response, identifier, access, result",type token transaction exchange address blocks tokens implementation transfers fix
4337,8.0,0.725,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",communication host key address connection disclosure security features storage medium
4338,10.0,0.3647,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",record transaction network devices sensors certainty degree reference slot server
4339,9.0,0.7777,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",computation nodes random secure node operation source plurality network result
4340,3.0,0.3475,"image, object, input, target, feature, code, identification, result, parameter, images",document computer input key field context decryption payload encryption identifier
4341,10.0,0.7675,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",assertions entries embodiments identities key Embodiments keys ledger certificates recording
4342,6.0,0.5886,"entity, record, event, database, profile, item, records, ledger, response, trust",query Embodiments database credentials answer device history changes question store
4343,0.0,0.5162,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",network device reencryption hash devices code plurality codes key ledger
4344,0.0,0.5387,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",authentication entity result computer transaction request node identifier storage apparatus
4345,0.0,0.4797,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",nonce identifier proof miner work memory processor criteria inclusion combination
4346,1.0,0.6844,"content, file, document, media, hash, ID, ledger, metadata, software, container",ID materials computer watermark features content apparatus storage retrieval programs
4347,8.0,0.3416,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",device RF vehicle signal calculation key distance frequency bandwidth subset
4348,2.0,0.545,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",sensor temperature position wheel vehicle motion gauge seatbelt respect engine
4349,3.0,0.6978,"image, object, input, target, feature, code, identification, result, parameter, images",image score features metadata machine recapture attacks media storage input
4350,2.0,0.8129,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",vehicle loss VIN status Vehicle Identification ledger lifecycle embodiments mileage
4351,11.0,0.8432,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",structure values delay network delivery priority device embodiments devices storage
4352,11.0,0.8356,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",structure delay values network delivery priority device devices storage service
4353,11.0,0.5857,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",device storage renter contract host processes confirmation proposal checksum stores
4354,10.0,0.5474,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",commodities trading securities manufacturing distribution depository price control principles transactions
4355,10.0,0.4266,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",communications retention period EFT institution identifying program party compliance queries
4356,6.0,0.822,"entity, record, event, database, profile, item, records, ledger, response, trust",event device plurality embodiments comprising storage specification apparatus generating submitting
4357,4.0,0.3659,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",asset entity identifier owner transactions purposes identity verification transfer parties
4358,4.0,0.6718,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",asset identifier node transfer properties disclosure response Implementations request storage
4359,4.0,0.7577,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",payment originator bank network ledger instruction payments posting embodiment beneficiary
4360,5.0,0.3012,"service, server, client, target, application, provider, response, identifier, access, result",service guarantor quantity server guarantee notification quality level rating fee
4361,4.0,0.8037,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",payment bill platform institution notification query region server belongs request
4362,4.0,0.6156,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",bank account person nodes country money payer beneficiary transfer realtime
4363,0.0,0.4537,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",currency issuer transaction amount hash key iii ii balance iv
4364,4.0,0.7871,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",MBC computer wallet account recipient token key ledger customer balance
4365,5.0,0.4092,"service, server, client, target, application, provider, response, identifier, access, result",computer client actions authentication authorization message order service deadlines plurality
4366,8.0,0.7672,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",tracking location datablock update logic device response contract indicative receipt
4367,11.0,0.621,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",workflow input workflows chains machine Techniques operation performance node key
4368,10.0,0.7053,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",productivity intervals interval levels tasks features impact progress settings addition
4369,3.0,0.4558,"image, object, input, target, feature, code, identification, result, parameter, images",media client device graphics image identification presence images techniques disclosure
4370,3.0,0.6194,"image, object, input, target, feature, code, identification, result, parameter, images",ATPG input HDL circuit structure test embodiments validation testbench herein
4371,5.0,0.5535,"service, server, client, target, application, provider, response, identifier, access, result",service commitment request confirmation transaction articles amount apparatus values variations
4372,1.0,0.5747,"content, file, document, media, hash, ID, ledger, metadata, software, container",segment text ID content copyright timestamp device computer herein material
4373,6.0,0.4499,"entity, record, event, database, profile, item, records, ledger, response, trust",search combination resources criteria output subcriteria plurality request amount power
4374,9.0,0.9381,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",consensus node messages timer key change tolerance Byzantine transactions nodes
4375,11.0,0.6228,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",storage nodes node Merkle KVPs tree key numbers database levels
4376,6.0,0.6432,"entity, record, event, database, profile, item, records, ledger, response, trust",database computer client event change criteria environment notification log sets
4377,6.0,0.6166,"entity, record, event, database, profile, item, records, ledger, response, trust",database table view index management columns relationships request response definition
4378,11.0,0.5857,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",service node queue queues level plurality field stores Techniques structure
4379,11.0,0.7712,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",dataset computer hash comparison receiving generating validity integrity node key
4380,3.0,0.3629,"image, object, input, target, feature, code, identification, result, parameter, images",result graph contract relation bytecode code taint source report expression
4381,11.0,0.4743,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",storage device devices plurality host request response controller determine acknowledgement
4382,11.0,0.4816,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",Merkle network threshold blocks genesis tree contracts parameter trees hashes
4383,2.0,0.4957,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",battery station analytics nodes plurality node ID timestamp match ledger
4384,7.0,0.5776,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",waypoints transportation navigation Implementations concepts market destination member communities programming
4385,6.0,0.6467,"entity, record, event, database, profile, item, records, ledger, response, trust",patient personnel conditions eyewear specialists response emergency monitoring measures service
4386,7.0,0.7585,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",Ghz links mesh pointtopoint nodeslinks wireless network types V band
4387,2.0,0.4496,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",vehicle transaction description confirmation device safety location media passengers service
4388,2.0,0.7735,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",video speed segments rate loop frames effects motion rates stream
4389,8.0,0.318,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",container module specification security software image service server communication accordance
4390,8.0,0.7015,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",communications Agent network invention machine recordation apparatus storage operators server
4391,9.0,0.4518,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",nodes communication subset protocol plurality node bandwidth request amount usage
4392,7.0,0.4426,"location, display, fingerprint, tag, package, area, radio, delivery, objects, frame",selection options interface plurality focus subsets surface person object device
4393,1.0,0.55,"content, file, document, media, hash, ID, ledger, metadata, software, container",content transaction matter transactions key storage service ledger server computer
4394,1.0,0.5188,"content, file, document, media, hash, ID, ledger, metadata, software, container",document node source distribution map storage portion portions identifier transaction
4395,10.0,0.7074,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",security consent changing values transactions accounts apparatus type levels level
